14.94	294	2008
9.00	294	2011
11.74	297	2009
9.25	297	2012
14.13	301	2011
10.54	305	2010
13.28	307	2010
12.80	308	2008
8.13	310	2008
18.49	315	2012
13.22	321	2011
17.95	324	2006
12.78	324	2007
8.68	325	2009
20.49	332	2010
15.22	332	2011
7.54	332	2012
10.82	333	2011
19.40	335	2008
14.64	338	2008
18.64	341	2008
8.61	343	2010
18.60	343	2012
16.80	344	2006
13.86	344	2011
11.04	347	2010
18.82	348	2006
7.97	349	2009
7.39	349	2011
9.79	350	2010
10.60	353	2007
10.46	355	2009
10.63	358	2006
10.58	363	2011
16.88	365	2010
17.45	367	2006
11.40	367	2010
8.95	367	2012
13.79	373	2011
10.24	376	2012
14.03	382	2006
11.85	383	2009
11.86	383	2011
7.31	387	2012
9.09	389	2007
8.12	391	2011
11.96	391	2012
17.08	396	2008
20.28	396	2011
7.95	396	2012
7.76	398	2011
16.73	398	2012
17.93	399	2010
9.60	400	2009
16.38	402	2005
7.46	402	2009
17.81	402	2010
8.54	403	2009
11.69	403	2011
17.00	404	2010
9.65	408	2010
8.74	414	2008
12.39	414	2010
11.85	417	2007
7.13	417	2009
13.33	418	2011
11.55	421	2008
17.17	421	2012
18.01	424	2011
8.19	424	2012
13.03	428	2012
10.89	429	2012
9.10	434	2010
11.93	435	2010
20.32	436	2012
7.64	439	2012
13.02	445	2010
13.00	445	2011
16.72	445	2012
8.57	447	2009
10.71	453	2010
10.74	453	2012
12.81	454	2010
10.72	454	2012
12.19	457	2008
18.21	461	2011
17.63	462	2010
20.96	462	2011
13.39	463	2012
12.68	465	2006
20.83	468	2007
12.08	468	2009
13.43	468	2012
7.88	470	2011
10.50	471	2011
19.19	471	2012
9.35	472	2012
18.53	474	2008
16.65	477	2012
11.78	478	2010
9.57	480	2005
16.65	481	2007
13.95	482	2011
13.02	487	2008
20.63	489	2007
18.35	489	2009
20.34	492	2009
13.61	493	2012
17.75	496	2007
16.22	496	2010
11.32	500	2009
11.68	501	2007
14.39	503	2009
15.58	505	2010
15.57	507	2005
12.40	507	2011
13.78	507	2012
8.86	511	2008
12.52	511	2010
12.61	513	2009
15.13	513	2010
10.26	515	2011
16.43	518	2009
20.45	520	2008
10.83	522	2012
9.46	524	2010
11.64	526	2012
8.74	528	2012
7.90	531	2011
8.28	531	2012
15.18	532	2010
17.87	532	2012
10.77	536	2011
17.88	538	2009
9.10	540	2011
8.63	544	2009
8.97	544	2011
14.06	547	2010
17.14	548	2009
11.07	550	2008
10.65	554	2012
20.62	557	2012
16.61	561	2010
8.51	561	2012
17.58	563	2010
11.87	564	2008
16.23	566	2006
12.76	567	2008
20.59	567	2010
8.16	567	2012
19.53	573	2008
15.65	573	2009
14.19	574	2010
8.54	575	2011
7.73	577	2011
9.82	579	2008
12.62	579	2012
14.92	580	2012
7.18	584	2011
17.89	585	2011
12.73	588	2011
15.64	588	2012
8.09	593	2010
20.45	595	2012
15.39	597	2008
18.63	597	2012
16.60	599	2012
18.49	600	2008
12.45	603	2005
15.58	603	2009
12.31	604	2006
11.36	607	2012
7.00	609	2008
14.41	609	2010
11.57	610	2007
11.61	610	2008
18.75	610	2009
20.00	610	2011
17.02	613	2009
17.68	615	2007
15.95	620	2011
16.05	621	2006
11.02	621	2009
13.00	623	2011
16.38	628	2011
10.04	632	2006
14.71	632	2008
17.02	632	2009
9.55	634	2012
9.16	640	2012
13.01	641	2008
9.57	642	2011
19.79	642	2012
20.59	646	2011
17.14	647	2006
12.37	650	2008
7.66	652	2007
15.08	658	2011
11.14	659	2011
17.21	660	2009
11.14	663	2009
19.76	663	2011
13.45	665	2011
15.25	669	2007
14.06	672	2011
14.51	673	2007
16.16	673	2009
19.17	678	2008
11.42	678	2011
10.45	680	2011
17.00	687	2007
10.60	687	2010
12.89	687	2011
18.48	687	2012
17.51	688	2008
19.40	689	2012
19.77	691	2009
16.53	692	2010
12.75	692	2011
19.27	695	2011
12.01	696	2012
13.46	697	2012
15.14	698	2006
9.13	698	2011
18.21	699	2011
14.66	701	2010
15.34	702	2008
8.07	702	2011
18.88	708	2012
8.55	709	2011
15.93	710	2011
15.52	712	2011
10.11	715	2009
16.61	716	2011
11.35	719	2009
12.89	721	2008
16.10	724	2011
17.60	725	2012
20.03	727	2010
12.50	728	2009
15.73	729	2008
19.77	729	2010
17.50	730	2012
20.22	731	2009
17.29	733	2011
8.69	736	2011
13.55	737	2011
7.19	739	2011
7.49	745	2006
9.99	745	2011
14.52	746	2009
19.94	747	2010
13.25	747	2011
17.68	749	2010
10.58	749	2011
19.46	750	2011
15.74	752	2006
9.98	752	2010
16.30	752	2012
8.66	755	2009
9.20	760	2008
7.44	761	2008
8.95	761	2009
12.12	761	2010
8.98	761	2011
13.78	761	2012
11.24	763	2011
19.35	765	2008
17.22	766	2006
15.76	766	2009
8.42	766	2010
13.30	766	2011
8.51	766	2012
9.09	768	2010
18.83	771	2011
14.06	771	2012
14.32	774	2009
11.85	781	2009
17.98	783	2007
17.77	786	2011
14.26	788	2009
19.92	788	2011
14.11	788	2012
14.22	790	2010
12.82	792	2012
9.93	793	2011
20.01	795	2006
11.21	805	2011
20.14	807	2007
17.00	811	2010
13.90	812	2008
9.48	817	2012
10.42	818	2008
9.98	822	2012
13.50	823	2011
12.40	824	2009
17.35	826	2009
19.92	827	2012
17.51	828	2012
19.09	831	2012
10.38	834	2012
10.42	841	2006
9.09	843	2007
9.25	843	2012
14.42	844	2012
16.18	845	2010
9.04	849	2012
20.34	855	2010
8.84	859	2008
16.11	861	2008
16.32	862	2009
19.42	863	2006
19.10	863	2011
16.78	863	2012
16.79	865	2008
16.53	865	2011
14.42	865	2012
7.48	868	2010
17.68	868	2012
17.77	870	2011
18.24	872	2010
19.05	876	2006
7.88	877	2009
17.75	878	2008
8.75	878	2012
15.24	880	2010
10.28	880	2012
14.99	882	2012
18.33	883	2011
11.33	885	2010
18.02	889	2009
17.76	889	2010
9.48	890	2008
17.67	892	2011
16.94	896	2012
13.50	898	2006
10.63	899	2011
11.21	903	2011
9.48	903	2012
12.06	908	2009
16.09	908	2010
10.57	908	2011
18.56	911	2010
14.76	911	2011
18.29	912	2007
9.18	920	2007
19.00	920	2008
15.60	922	2007
17.81	923	2008
15.58	924	2010
17.09	925	2008
13.39	925	2012
11.68	927	2008
15.44	928	2012
11.25	929	2011
11.84	933	2012
8.06	935	2010
14.88	939	2010
8.64	942	2011
8.98	944	2011
9.51	945	2007
10.51	948	2009
14.81	948	2011
15.08	949	2012
16.99	950	2010
18.72	951	2009
15.84	953	2009
7.02	955	2007
17.49	955	2009
16.95	958	2009
11.88	960	2010
17.59	960	2011
12.97	961	2007
18.12	962	2012
20.87	967	2012
17.65	968	2006
14.63	969	2012
16.86	970	2009
10.50	970	2011
13.31	975	2011
17.16	979	2011
12.82	981	2010
20.50	982	2009
9.28	986	2008
16.37	987	2011
15.39	989	2006
9.35	989	2007
9.95	990	2009
16.30	996	2008
7.92	998	2010
20.71	999	2011
18.40	1001	2008
14.18	1002	2011
15.43	1004	2008
9.04	1004	2011
19.24	1005	2012
16.67	1006	2012
12.08	1008	2007
8.02	1008	2011
7.58	1011	2008
15.39	1012	2012
20.22	1015	2011
7.63	1017	2011
14.43	1018	2011
15.55	1022	2011
13.86	1023	2010
9.31	1023	2011
11.71	1023	2012
13.52	1025	2006
12.18	1027	2010
16.09	1030	2009
7.90	1030	2012
14.29	1032	2008
15.50	1032	2010
15.32	1033	2011
16.83	1034	2009
9.79	1036	2012
11.21	1038	2007
20.39	1041	2008
15.72	1041	2011
20.48	1043	2008
15.93	1048	2007
12.34	1048	2012
14.78	1049	2011
12.31	1050	2008
9.24	1050	2009
20.09	1051	2012
15.26	1055	2009
14.01	1056	2012
17.13	1057	2012
8.97	1061	2011
15.75	1063	2010
17.25	1064	2009
9.98	1070	2009
12.93	1072	2011
19.37	1073	2009
10.49	1075	2012
8.61	1078	2010
11.63	1078	2011
15.50	1080	2006
13.10	1081	2007
17.82	1081	2008
17.02	1081	2010
20.67	1081	2012
15.80	1082	2008
10.42	1087	2012
8.00	1089	2011
8.09	1090	2012
19.99	1091	2009
14.04	1094	2012
18.78	1095	2010
8.70	1099	2007
18.00	1099	2009
19.54	1102	2007
7.70	1103	2010
13.05	1107	2011
10.16	1108	2011
19.46	1110	2010
16.91	1111	2011
11.35	1114	2008
20.32	1115	2008
15.36	1115	2011
11.69	1118	2011
17.27	1125	2010
15.15	1127	2010
18.16	1129	2010
7.55	1129	2011
15.23	1129	2012
9.35	1131	2011
7.50	1133	2008
11.69	1134	2009
7.13	1135	2010
20.43	1135	2011
7.94	1139	2011
11.37	1140	2007
14.81	1140	2012
12.61	1141	2007
16.42	1143	2008
9.69	1143	2010
10.30	1144	2011
11.99	1145	2009
9.29	1148	2008
19.03	1153	2011
20.99	1158	2010
11.63	1158	2011
20.01	1159	2008
8.18	1159	2011
16.80	1160	2007
20.50	1162	2010
8.54	1163	2011
11.89	1168	2012
11.98	1169	2010
10.35	1170	2010
11.47	1175	2010
17.46	1179	2011
11.13	1185	2010
12.84	1187	2010
12.40	1194	2007
19.98	1194	2009
10.04	1195	2009
12.86	1201	2009
15.99	1202	2011
20.40	1204	2012
19.28	1207	2010
12.79	1207	2011
12.99	1208	2006
8.25	1211	2008
16.90	1212	2011
15.59	1216	2010
12.71	1219	2006
8.58	1220	2005
14.85	1221	2009
19.66	1224	2008
16.38	1224	2010
15.76	1224	2011
14.02	1232	2008
7.30	1233	2010
16.12	1236	2008
18.80	1238	2010
7.24	1239	2012
16.21	1240	2007
8.65	1240	2008
10.70	1241	2010
14.43	1242	2008
11.98	1245	2007
15.99	1247	2011
8.14	1248	2007
12.60	1250	2011
15.50	1251	2011
10.65	1252	2010
16.74	1253	2011
8.30	1256	2011
17.93	1257	2012
8.55	1260	2011
18.38	1262	2007
13.05	1262	2011
12.37	1274	2010
14.85	1279	2006
9.88	1281	2009
16.70	1283	2008
18.22	1283	2010
15.85	1284	2012
14.46	1285	2011
16.51	1286	2011
12.81	1288	2008
18.26	1288	2011
8.02	1289	2008
8.45	1292	2007
8.57	1292	2010
20.47	1293	2012
9.14	1294	2011
19.66	1301	2007
20.26	1301	2011
19.77	1302	2012
15.95	1305	2009
8.16	1310	2010
13.71	1311	2008
7.21	1313	2008
19.48	1316	2011
7.43	1318	2009
18.77	1319	2007
7.52	1319	2011
8.35	1320	2006
17.26	1323	2007
17.18	1325	2012
17.42	1326	2009
9.88	1327	2010
9.14	1327	2011
15.44	1331	2011
18.42	1337	2010
12.71	1339	2012
10.92	1345	2011
20.26	1348	2011
15.06	1349	2009
17.35	1351	2008
17.87	1351	2011
15.28	1354	2010
20.31	1355	2010
9.65	1356	2010
13.50	1358	2012
13.99	1359	2011
11.47	1360	2012
11.85	1361	2012
19.85	1363	2011
20.28	1366	2012
20.31	1367	2007
17.46	1367	2012
7.57	1370	2012
9.64	1374	2007
15.17	1374	2008
9.23	1375	2007
14.70	1375	2009
7.32	1375	2010
17.26	1375	2012
11.25	1377	2007
16.23	1379	2011
11.22	1380	2008
11.92	1382	2006
18.75	1382	2008
16.22	1382	2010
8.72	1383	2010
11.34	1389	2009
12.28	1389	2011
17.90	1391	2007
15.70	1392	2012
12.79	1393	2006
16.84	1393	2007
14.50	1393	2008
18.70	1393	2011
9.12	1394	2007
11.81	1395	2012
15.78	1398	2010
13.04	1398	2012
20.58	1400	2011
16.91	1402	2012
17.07	1404	2006
8.62	1404	2007
15.90	1404	2008
7.27	1406	2012
11.94	1408	2009
17.73	1408	2010
17.46	1409	2011
12.60	1410	2010
16.09	1410	2012
14.55	1411	2012
13.19	1421	2012
18.45	1422	2008
9.51	1423	2010
9.11	1423	2011
12.10	1424	2009
14.31	1425	2007
8.47	1425	2012
17.42	1426	2009
7.04	1429	2006
8.84	1431	2011
15.62	1435	2007
13.12	1435	2011
19.92	1438	2010
11.98	1440	2010
12.59	1443	2011
18.57	1444	2011
16.58	1448	2007
15.16	1448	2010
13.64	1449	2009
17.01	1449	2011
8.27	1460	2009
19.42	1462	2011
8.19	1463	2009
14.60	1463	2010
7.55	1472	2010
19.40	1473	2006
14.94	1477	2011
9.62	1477	2012
18.28	1481	2011
12.54	1482	2009
11.69	1485	2009
19.61	1486	2009
8.54	1486	2011
7.76	1487	2011
8.69	1489	2011
16.46	1494	2006
17.84	1498	2006
12.79	1498	2010
8.48	1502	2011
16.38	1504	2007
12.43	1504	2009
10.40	1511	2011
13.98	1514	2007
14.52	1515	2011
8.99	1518	2006
17.00	1521	2011
18.70	1522	2011
9.64	1523	2007
19.28	1525	2009
13.30	1525	2011
12.51	1527	2011
9.45	1527	2012
16.07	1531	2008
15.06	1532	2006
19.70	1534	2011
20.14	1535	2011
8.65	1536	2010
19.09	1536	2011
10.94	1536	2012
18.26	1537	2009
14.85	1537	2012
12.47	1542	2012
20.06	1545	2010
10.27	1546	2009
19.29	1555	2005
19.33	1556	2006
10.07	1561	2012
10.99	1564	2006
8.39	1564	2012
9.01	1566	2008
11.20	1568	2011
10.86	1569	2007
9.93	1572	2011
15.13	1572	2012
14.15	1575	2007
13.22	1576	2011
20.55	1579	2009
9.44	1580	2012
16.36	1583	2006
11.82	1586	2012
20.38	1589	2011
18.42	1589	2012
20.54	1594	2007
14.44	1594	2012
16.98	1600	2008
15.90	1602	2010
12.10	1603	2007
15.97	1603	2008
9.99	1604	2011
10.51	1605	2009
8.60	1605	2012
14.36	1609	2011
19.34	1610	2010
20.11	1615	2012
19.47	1621	2011
16.42	1622	2010
15.46	1623	2011
12.77	1628	2011
11.27	1629	2009
9.55	1634	2012
7.78	1637	2012
18.26	1640	2011
10.15	1642	2007
16.68	1643	2011
17.34	1644	2012
14.51	1648	2012
10.91	1650	2010
12.16	1650	2012
15.36	1654	2010
13.25	1657	2010
19.68	1659	2008
7.89	1659	2009
9.32	1659	2012
14.10	1661	2010
17.35	1663	2010
8.63	1664	2006
12.93	1664	2010
9.21	1664	2011
16.76	1667	2010
18.66	1670	2011
15.44	1673	2007
12.04	1673	2011
14.59	1673	2012
13.24	1675	2011
15.53	1676	2007
7.27	1679	2010
20.12	1680	2009
9.86	1681	2005
19.22	1681	2011
12.30	1683	2008
7.67	1689	2011
11.24	1689	2012
14.87	1696	2010
20.98	1698	2006
14.90	1698	2009
17.05	1701	2011
20.86	1704	2011
9.40	1706	2006
14.51	1707	2010
14.73	1708	2006
16.59	1708	2012
12.27	1715	2009
12.50	1715	2012
16.39	1718	2009
10.77	1720	2009
14.97	1720	2012
10.13	1721	2007
20.04	1721	2011
18.54	1721	2012
14.92	1725	2008
20.62	1726	2011
12.89	1726	2012
13.87	1727	2010
13.96	1732	2012
14.90	1733	2009
10.54	1737	2011
9.41	1741	2010
12.29	1741	2012
19.37	1743	2010
18.44	1744	2012
10.45	1746	2011
17.37	1748	2008
7.19	1749	2012
19.98	1752	2007
17.36	1753	2009
11.58	1755	2010
7.71	1760	2011
7.60	1764	2008
12.69	1765	2011
13.78	1768	2008
19.36	1770	2008
12.70	1773	2011
13.89	1774	2007
7.94	1774	2012
17.98	1780	2009
15.73	1783	2011
15.58	1784	2012
12.99	1786	2009
7.12	1786	2012
19.05	1788	2007
17.19	1789	2010
16.18	1792	2009
16.18	1793	2010
18.64	1793	2011
14.64	1793	2012
18.47	1794	2012
11.31	1796	2011
16.86	1796	2012
12.66	1798	2011
9.82	1799	2006
20.99	1800	2006
14.65	1801	2011
9.98	1806	2009
16.37	1806	2011
11.70	1808	2008
17.77	1810	2009
13.48	1810	2011
8.91	1811	2012
10.68	1814	2010
11.44	1819	2011
20.59	1820	2011
16.32	1822	2008
20.65	1823	2008
9.46	1823	2010
14.36	1826	2011
20.36	1828	2006
20.31	1828	2012
16.18	1831	2010
10.58	1834	2011
16.06	1837	2010
13.54	1838	2010
8.92	1838	2012
14.09	1841	2010
19.79	1842	2010
19.27	1847	2008
11.28	1847	2009
9.88	1847	2010
15.14	1852	2009
10.29	1852	2012
20.29	1858	2008
11.12	1858	2012
10.32	1859	2005
18.99	1859	2011
10.59	1860	2011
12.12	1871	2006
8.03	1875	2008
7.12	1877	2010
18.26	1878	2011
20.40	1881	2009
20.85	1882	2012
9.60	1883	2006
17.95	1883	2011
10.89	1887	2012
13.03	1889	2006
12.03	1889	2007
19.05	1891	2008
20.63	1892	2007
16.33	1894	2011
15.62	1896	2010
15.29	1898	2010
16.15	1899	2009
10.23	1901	2011
14.43	1902	2011
8.04	1904	2011
11.57	1904	2012
16.11	1905	2010
12.03	1908	2012
15.69	1909	2010
20.33	1910	2011
12.56	1913	2007
18.84	1913	2012
10.84	1916	2009
8.06	1919	2008
11.28	1919	2011
13.81	1919	2012
8.72	1920	2007
7.37	1921	2010
12.59	1921	2011
10.00	1922	2012
18.03	1924	2011
17.10	1927	2009
10.46	1931	2011
15.55	1932	2012
8.06	1933	2010
14.22	1933	2012
8.20	1934	2007
17.25	1934	2010
8.90	1940	2007
14.50	1942	2005
19.98	1942	2010
10.95	1943	2007
16.11	1948	2008
10.09	1949	2008
10.38	1950	2006
18.03	1950	2010
12.58	1950	2011
11.68	1950	2012
18.03	1954	2008
7.48	1954	2011
20.75	1957	2009
13.69	1960	2011
19.59	1964	2011
7.40	1967	2011
9.13	1972	2009
8.09	1973	2007
18.35	1974	2010
13.86	1983	2010
14.50	1987	2012
8.11	1991	2007
17.36	1993	2011
16.67	1993	2012
8.82	1995	2009
11.44	1997	2009
20.44	1998	2012
15.12	2001	2008
8.94	2002	2009
15.90	2002	2010
15.39	2002	2011
9.23	2003	2009
17.48	2007	2009
14.45	2009	2009
9.73	2009	2011
17.70	2011	2009
19.13	2014	2006
18.40	2014	2009
19.54	2017	2011
7.57	2018	2008
20.90	2020	2011
8.16	2022	2011
8.53	2022	2012
16.56	2024	2012
11.77	2027	2011
15.05	2027	2012
9.26	2029	2008
8.48	2030	2007
12.50	2033	2012
17.49	2035	2006
12.29	2035	2010
18.68	2035	2011
15.95	2036	2008
19.33	2040	2012
14.69	2045	2010
10.10	2045	2011
10.38	2047	2012
12.77	2051	2009
14.79	2052	2009
17.81	2052	2012
17.92	2054	2010
12.70	2055	2007
9.70	2055	2008
19.18	2055	2010
9.02	2055	2012
8.03	2056	2010
18.19	2058	2012
8.53	2062	2010
8.78	2062	2011
7.96	2064	2010
9.18	2064	2012
14.35	2065	2011
20.43	2071	2008
18.16	2071	2012
13.45	2074	2010
18.96	2077	2010
18.82	2078	2012
9.82	2079	2006
7.57	2079	2012
19.94	2083	2009
11.89	2083	2011
15.66	2083	2012
14.39	2086	2011
12.96	2091	2007
9.72	2091	2008
15.34	2092	2006
16.20	2092	2011
7.43	2094	2012
16.12	2101	2012
8.97	2107	2007
12.79	2109	2006
12.29	2111	2007
7.58	2112	2011
8.48	2115	2007
20.59	2115	2010
16.20	2116	2012
17.05	2117	2007
8.81	2117	2011
17.81	2119	2009
20.21	2122	2012
9.75	2127	2010
18.28	2128	2009
15.27	2130	2008
17.70	2130	2009
12.36	2132	2011
16.25	2135	2011
14.94	2136	2009
11.77	2138	2007
7.80	2138	2012
19.66	2139	2007
14.96	2142	2007
15.29	2147	2012
8.03	2149	2008
15.05	2152	2009
8.02	2155	2009
18.48	2160	2010
19.56	2161	2007
16.04	2166	2006
18.75	2170	2009
16.28	2173	2009
12.40	2175	2009
16.32	2178	2008
12.30	2185	2011
20.30	2186	2007
9.45	2186	2011
10.00	2187	2010
19.50	2187	2011
16.70	2188	2011
13.78	2189	2008
14.28	2191	2009
16.98	2194	2009
8.80	2194	2012
17.33	2196	2007
17.23	2197	2010
13.34	2200	2012
7.05	2202	2010
14.91	2203	2011
16.05	2211	2010
17.33	2213	2008
9.25	2214	2012
12.71	2216	2007
20.32	2218	2008
9.60	2220	2010
8.72	2221	2008
13.91	2221	2012
17.66	2223	2012
11.64	2226	2008
20.67	2226	2010
17.01	2226	2012
13.49	2229	2010
15.37	2230	2012
19.89	2231	2010
19.60	2231	2012
19.28	2235	2008
11.70	2236	2011
10.26	2239	2012
8.61	2243	2007
20.96	2243	2012
12.15	2245	2008
9.19	2253	2006
12.06	2253	2009
16.18	2253	2012
20.67	2254	2008
15.94	2258	2011
9.51	2262	2006
9.41	2267	2008
8.72	2271	2011
14.34	2271	2012
14.41	2276	2009
14.73	2277	2009
20.94	2280	2011
7.42	2280	2012
15.53	2281	2011
15.68	2282	2010
8.96	2285	2011
17.35	2286	2010
11.40	2291	2008
11.33	2292	2011
18.28	2294	2007
7.41	2294	2010
9.20	2299	2012
16.61	2300	2010
7.64	2303	2009
7.36	2303	2012
7.13	2304	2012
10.56	2306	2010
17.51	2307	2010
16.99	2313	2008
10.14	2316	2006
14.71	2319	2008
10.16	2323	2008
13.81	2324	2010
15.18	2325	2008
11.12	2325	2011
19.48	2325	2012
17.26	2326	2011
15.35	2327	2008
14.97	2334	2008
8.04	2334	2009
15.76	2334	2011
16.32	2335	2009
11.44	2335	2011
16.75	2337	2012
14.34	2338	2007
19.56	2338	2009
20.29	2343	2012
12.33	2345	2012
14.99	2347	2007
11.87	2347	2011
14.74	2348	2009
20.17	2350	2007
17.31	2350	2012
9.80	2354	2012
17.74	2357	2008
18.62	2359	2007
11.84	2360	2012
13.92	2375	2007
19.61	2378	2009
12.89	2382	2012
11.96	2384	2012
9.84	2387	2008
11.02	2390	2010
14.43	2393	2012
10.81	2394	2011
14.70	2395	2007
12.44	2397	2007
14.02	2401	2010
19.28	2401	2012
8.12	2402	2009
11.01	2403	2012
7.41	2404	2007
18.93	2405	2011
7.29	2406	2008
14.11	2411	2008
14.68	2413	2012
14.52	2414	2011
12.31	2418	2009
10.82	2420	2007
12.70	2422	2009
19.26	2423	2010
11.54	2427	2010
18.82	2428	2009
11.66	2432	2010
15.72	2435	2007
19.25	2436	2011
7.27	2437	2012
8.69	2439	2010
11.35	2442	2011
15.23	2447	2010
13.53	2449	2009
9.14	2452	2010
19.60	2453	2009
19.00	2455	2011
10.20	2455	2012
14.79	2456	2006
7.20	2457	2011
16.18	2460	2009
17.59	2460	2011
15.41	2462	2008
15.78	2462	2011
11.40	2467	2009
13.68	2473	2012
17.00	2474	2010
18.40	2477	2011
12.71	2478	2010
17.19	2485	2007
7.20	2488	2012
14.62	2490	2011
7.28	2493	2011
18.76	2496	2006
20.79	2496	2008
12.92	2498	2010
14.31	2498	2012
12.47	2499	2011
8.20	2500	2011
18.03	2502	2008
16.00	2503	2007
19.34	2503	2010
20.54	2504	2011
15.95	2508	2011
18.40	2509	2008
16.76	2510	2012
17.94	2512	2011
14.87	2513	2007
16.06	2513	2010
12.72	2515	2010
20.50	2517	2012
11.02	2518	2011
20.08	2520	2011
9.12	2526	2009
15.91	2526	2012
17.23	2527	2007
16.45	2527	2008
20.32	2527	2009
17.81	2528	2009
7.53	2528	2012
9.03	2530	2008
11.16	2536	2010
19.91	2536	2011
13.97	2538	2011
19.13	2539	2007
19.00	2540	2009
11.70	2541	2009
7.84	2543	2010
13.87	2543	2011
9.25	2543	2012
18.42	2546	2007
13.80	2547	2007
18.38	2547	2012
19.74	2552	2009
15.24	2554	2010
16.06	2554	2012
19.03	2558	2010
17.62	2560	2008
8.81	2562	2007
14.40	2562	2012
8.95	2564	2011
18.61	2567	2011
15.24	2568	2009
12.70	2571	2008
12.92	2571	2010
14.22	2571	2011
9.22	2571	2012
17.89	2572	2011
9.87	2573	2008
14.00	2574	2012
8.64	2577	2011
11.01	2586	2008
8.55	2586	2010
13.20	2586	2012
20.44	2587	2008
8.00	2588	2006
13.48	2589	2009
10.28	2590	2011
10.71	2591	2007
19.17	2591	2011
17.84	2592	2011
16.14	2593	2008
16.81	2593	2012
8.62	2595	2007
16.56	2595	2012
19.27	2597	2011
14.63	2598	2011
13.11	2600	2007
7.02	2603	2006
9.46	2604	2007
11.02	2606	2009
14.61	2607	2010
10.28	2607	2011
10.22	2614	2010
18.82	2615	2008
11.98	2616	2007
7.36	2616	2008
8.95	2622	2012
14.01	2623	2010
12.69	2623	2011
19.39	2623	2012
10.96	2624	2009
9.67	2624	2011
15.06	2625	2011
14.07	2627	2007
19.99	2629	2011
16.62	2633	2010
14.24	2634	2010
12.47	2635	2010
12.26	2636	2011
7.11	2636	2012
9.34	2637	2005
17.44	2637	2009
14.58	2637	2011
15.35	2641	2009
19.64	2643	2012
16.96	2645	2011
9.81	2647	2008
7.11	2648	2010
10.00	2649	2011
16.28	2652	2010
14.31	2653	2009
8.01	2653	2011
16.31	2659	2009
14.69	2662	2012
14.99	2663	2012
12.82	2664	2012
18.22	2666	2006
17.79	2668	2010
12.14	2668	2011
8.57	2669	2005
7.05	2669	2010
11.99	2671	2010
11.94	2674	2010
13.27	2676	2012
18.16	2681	2009
18.12	2681	2011
15.62	2686	2009
11.65	2687	2011
10.50	2688	2008
13.01	2689	2012
7.21	2692	2010
17.26	2696	2012
13.74	2697	2007
